"cid","title","categories","website","phone","review_rating","review_count","price_range","description","attributes","owner_name","is_verified","address","city","postal_code","state","country","latitude","longitude","emails","socials"
"10633653155761123209","Good Times For Seniors","[""Newspaper publisher""]",,"+1570-348-9185",0,0,,,"[]","Good Times For Seniors (Owner)",true,"149 Penn Ave, Scranton, PA 18503, United States","Scranton","18503","Pennsylvania","US",41.4095373,-75.6666221,,
"9783100914166193666","Union News","[""Newspaper publisher""]",,"+1570-343-4958",5,1,,,"[]","Union News (Owner)",true,"1258 Harry P O'Neill Hwy, Dunmore, PA 18512, United States","Dunmore","18512","Pennsylvania","US",41.4369167,-75.6188475,,
"12575048800387098349","Mid-Valley News","[""Newspaper publisher""]",,"+1570-383-1233",5,1,,,"[]","Mid-Valley News (Owner)",true,"207 W Lackawanna Ave, Olyphant, PA 18447, United States","Olyphant","18447","Pennsylvania","US",41.4695834,-75.605079,,
"15133271489258984596","The Herald","[""Newspaper publisher""]","http://sharonherald.com/","+1724-981-6100",3.7,14,,,"[""Wheelchair accessible entrance"",""Wheelchair accessible parking lot""]","The Herald (Owner)",true,"52 S Dock St, Sharon, PA 16146, United States","Sharon","16146","Pennsylvania","US",41.2325707,-80.5059977,"[""newsroom@sharonherald.com""]","{""facebook"":""http://facebook.com/sharonheraldnewspaper""}"
"14412773334188751249","StateCollege.com","[""Newspaper publisher"",""Corporate office""]","http://www.statecollege.com/","+1814-238-3500",4.3,3,,,"[""Wheelchair accessible entrance"",""Wheelchair accessible parking lot""]","StateCollege.com (Owner)",true,"220 Regent Ct Suite B, State College, PA 16801, United States","State College","16801","Pennsylvania","US",40.7839754,-77.8206867,"[""info@statecollege.com""]","{""facebook"":""https://www.facebook.com/StateCollegeCom/"",""instagram"":""https://www.instagram.com/statecollegecom/""}"
"15323197776921138800","Runner's Gazette","[""Newspaper publisher""]","https://runnersgazette.com/","+1570-524-9713",0,0,,,"[""Wheelchair accessible parking lot""]","Runner's Gazette (Owner)",true,"67 W Jupiter Ln, Lewisburg, PA 17837, United States","Lewisburg","17837","Pennsylvania","US",40.9486319,-76.93122819999999,"[]","{}"
"17327103764889738713","Corry Evening Journal","[""Newspaper publisher""]",,"(814)665-8291",4,22,,,"[]","Corry Evening Journal (Owner)",true,"28 W South St, Corry, PA 16407","Corry","16407","Pennsylvania","US",41.9191667,-79.6411111,,
"3160632298436181699","The Punxsutawney Spirit","[""Newspaper publisher""]","http://www.punxsutawneyspirit.com/","(814)938-8740",4.2,11,,,"[""Wheelchair accessible entrance"",""Wheelchair accessible parking lot""]","The Punxsutawney Spirit (Owner)",true,"510 Pine St, Punxsutawney, PA 15767","Punxsutawney","15767","Pennsylvania","US",40.9437372,-78.9829559,"[""editor@punxsutawneyspirit.com"",""rcarrasco@punxsutawneyspirit.com"",""sports@punxsutawneyspirit.com"",""classified@punxsutawneyspirit.com"",""circulation@punxsutawneyspirit.com"",""stacy@punxsutawneyspirit.com"",""composing@punxsutawneyspirit.com"",""busmgr@punxsutawneyspirit.com""]","{""facebook"":""https://www.facebook.com/punxsyspirit/""}"
"10815500600236754285","Snyder County Times","[""Newspaper publisher""]","http://www.thesnydercountytimes.com/","(570)837-6065",4,7,,,"[""Wheelchair accessible parking lot""]","Snyder County Times (Owner)",true,"405 E Main St, Middleburg, PA 17842","Middleburg","17842","Pennsylvania","US",40.7886376,-77.0398183,"[""scuc@ptd.net"",""sctimes6065@gmail.com""]","{""facebook"":""https://www.facebook.com/SnyderUnionCountyTimes/""}"
"15977363239937405011","ΚĻΟΚproductions eDigital Publisher aDvertiser","[""Internet marketing service"",""Advertising agency"",""Classified ads newspaper publisher"",""Design agency"",""Website designer""]",,"+1267-303-3045",5,1,,,"[]","ΚĻΟΚproductions eDigital Publisher aDvertiser (Owner)",true,"1915 N 7th St, Philadelphia, PA 19122, United States","Philadelphia","19122","Pennsylvania","US",39.98077869999999,-75.1459661,,
"1375001917042697553","Philadelphia Newspaper","[""Newspaper publisher""]",,"(215)836-2570",0,0,,,"[]","Philadelphia Newspaper (Owner)",true,"1150 E Mermaid Ln, Glenside, PA 19038","Glenside","19038","Pennsylvania","US",40.0817927,-75.1822461,,
"912152100692312651","Etta Harris Christ","[""Newspaper publisher""]",,"+1267-844-9257",4.9,9,,,"[""Identifies as Asian-owned"",""Identifies as Black-owned"",""Identifies as disabled-owned"",""Identifies as Indigenous-owned"",""Identifies as Latino-owned"",""Identifies as LGBTQ+ owned"",""Identifies as veteran-owned"",""Identifies as women-owned"",""LGBTQ+ friendly"",""Appointment required""]","Etta Harris Christ (Owner)",true,"530 North St, Lancaster, PA 17602, United States","Lancaster","17602","Pennsylvania","US",40.0323076,-76.3027542,,
"11371019766065363708","Blue Valley Times","[""Newspaper publisher""]","http://bluevalleytimes.com/","+1610-452-9234",0,0,,,"[""Wheelchair accessible parking lot""]","Blue Valley Times (Owner)",true,"900 N Main St, Bangor, PA 18013, United States","Bangor","18013","Pennsylvania","US",40.878998,-75.2100512,"[""bvtimes@rcn.com""]","{}"
"5735892308268342294","Gateway Newsstand","[""Newspaper publisher""]",,"+1215-564-0994",5,1,,,"[]","Gateway Newsstand (Owner)",true,"BNY Mellon Center, 1735 Market St, Philadelphia, PA 19103, United States","Philadelphia","19103","Pennsylvania","US",39.9535704,-75.1695506,,
"5191012496989716298","Aramingo News","[""Newspaper publisher""]",,"+1215-426-4718",5,0,,,"[]","Aramingo News (Owner)",true,"3331 Aramingo Ave, Philadelphia, PA 19134, United States","Philadelphia","19134","Pennsylvania","US",39.9903115,-75.1028664,,
"610009282641627710","ads evening","[""Classified ads newspaper publisher""]",,"",0,0,,,"[]","ads evening (Owner)",true,"5922 Hammond Ave, Philadelphia, PA 19120, United States","Philadelphia","19120","Pennsylvania","US",40.0401212,-75.1165494,,
"14190923226329093932","The Local newspaper","[""Newspaper publisher""]","http://nwlocalpaper.com/","+1215-498-8874",5,0,,,"[]","The Local newspaper (Owner)",true,"4000 Gypsy Ln, Philadelphia, PA 19129, United States","Philadelphia","19129","Pennsylvania","US",40.0152153,-75.2001805,"[""editors@nwlocalpaper.com""]","{""instagram"":""https://www.instagram.com/revivelocalpaper/""}"
"615216540635356084","Westside Weekly","[""Newspaper publisher""]",,"+1215-474-7411",4.3,10,,,"[]","Westside Weekly (Owner)",true,"6253 Pine St, Philadelphia, PA 19143, United States","Philadelphia","19143","Pennsylvania","US",39.956375,-75.247614,,
"2771579188426585275","The Mallard Press","[""Newspaper publisher""]",,"+1484-319-2201",0,0,,,"[]","The Mallard Press (Owner)",true,"1200 Trafalgar Ln, West Chester, PA 19380, United States","West Chester","19380","Pennsylvania","US",40.0012808,-75.589367,,
"14885481326203526448","Associated Press","[""Newspaper publisher"",""News service""]","https://www.ap.org/en-us/","+1215-561-1133",1,1,,,"[]","Associated Press (Owner)",true,"1835 Market Street, 1835 Market St # 1700, Philadelphia, PA 19103, United States","Philadelphia","19103","Pennsylvania","US",39.9536853,-75.1711393,"[]","{""twitter"":""https://twitter.com/AboutTheAP"",""facebook"":""https://www.facebook.com/APNews"",""linkedin"":""https://www.linkedin.com/company/associated-press""}"
"14388104127861966154","Bethlehem Press","[""Newspaper publisher""]",,"+1610-625-2121",0,0,,,"[""Wheelchair accessible parking lot""]","Bethlehem Press (Owner)",true,"308 E 3rd St, Bethlehem, PA 18015, United States","Bethlehem","18015","Pennsylvania","US",40.6119349,-75.3742714,,
"1652821496295496413","Harrisburg News Co","[""Newspaper publisher""]",,"+1610-264-4202",5,1,,,"[""Wheelchair accessible parking lot""]","Harrisburg News Co (Owner)",true,"969 Postal Rd # 1, Allentown, PA 18109, United States","Allentown","18109","Pennsylvania","US",40.646052,-75.4427046,,
"6103580327249325869","Voice Lehigh Valley","[""Newspaper publisher""]",,"",0,0,,,"[]","Voice Lehigh Valley (Owner)",true,"306 S New St, Bethlehem, PA 18015, United States","Bethlehem","18015","Pennsylvania","US",40.6115915,-75.37863899999999,,
"8730589171734465611","Valley Voice","[""Newspaper publisher""]",,"+1610-838-2066",4.5,2,,,"[""Wheelchair accessible parking lot""]","Valley Voice (Owner)",true,"1188 Main St, Hellertown, PA 18055, United States","Hellertown","18055","Pennsylvania","US",40.586878,-75.3415946,,
"5617313161481662426","Express-Times","[""Newspaper publisher"",""Advertising service""]",,"+1610-867-5000",0,0,,,"[]","Express-Times (Owner)",true,"35 E Elizabeth Ave #2, Bethlehem, PA 18018, United States","Bethlehem","18018","Pennsylvania","US",40.6312282,-75.3766906,,
"3909957668905282262","York Dispatch","[""Newspaper publisher""]","https://www.yorkdispatch.com/","+1717-854-1575",2.5,6,,,"[""Wheelchair accessible entrance"",""Wheelchair accessible parking lot""]","York Dispatch (Owner)",true,"1891 Loucks Rd, York, PA 17408, United States","York","17408","Pennsylvania","US",39.973758,-76.7750824,"[""mstallsmith@ydr.com"",""gannettobits@obituaries.com"",""gaznews@nncogannett.com"",""news@ydr.com"",""scores@ydr.com""]","{""twitter"":""https://www.twitter.com/ydrcom"",""facebook"":""https://www.facebook.com/yorkdailyrecord"",""instagram"":""https://www.instagram.com/ydrcom/""}"
"9275086201969253171","Central Penn Business Journal","[""Newspaper publisher""]",,"+1717-854-1026",0,0,,,"[]","Central Penn Business Journal (Owner)",true,"140 Roosevelt Ave, York, PA 17401, United States","York","17401","Pennsylvania","US",39.9611779,-76.7391181,,
"7363761284767314477","TheBurg","[""Newspaper publisher""]","http://www.theburgnews.com/","+1717-695-2621",4.3,6,,,"[]","TheBurg (Owner)",true,"920 N 3rd St Suite 101, Harrisburg, PA 17102, United States","Harrisburg","17102","Pennsylvania","US",40.2669628,-76.88719979999999,"[""info@theburgnews.com""]","{""twitter"":""https://twitter.com/TheBurgNews"",""facebook"":""https://www.facebook.com/TheBurgNews/"",""instagram"":""https://www.instagram.com/theburgnews""}"
"3561476616965064664","Harrisburg News Co","[""Newspaper distribution service""]",,"+1800-676-6397",1,1,,,"[""Wheelchair accessible entrance"",""Wheelchair accessible parking lot""]","Harrisburg News Co (Owner)",true,"1351 Eisenhower Blvd, Harrisburg, PA 17113, United States","Harrisburg",,"Pennsylvania","US",40.2257648,-76.7970149,,
"6095089809772787649","Penn Life and Leisure Magazine","[""Newspaper publisher""]",,"",0,0,,,"[""Wheelchair accessible parking lot""]","Penn Life and Leisure Magazine (Owner)",true,"917 Capitol St, Harrisburg, PA 17102, United States","Harrisburg","17102","Pennsylvania","US",40.267567,-76.885876,,
"8307185772578191804","Roxborough Review","[""Newspaper publisher""]",,"+1215-542-0200",4,1,,,"[]","Roxborough Review (Owner)",true,"6220 Ridge Ave, Philadelphia, PA 19128, United States","Philadelphia","19128","Pennsylvania","US",40.0361888,-75.21836309999999,,
"15769533372870393237","Sparkles Delivery Service INC","[""Newspaper distribution service"",""Delivery service"",""Paper distributor""]","https://sparklesdelivery.com/","+1215-792-4170",5,9,,,"[""Identifies as Black-owned"",""Onsite services""]","Sparkles Delivery Service INC (Owner)",true,"5400 Eadom St, Philadelphia, PA 19137, United States","Philadelphia","19137","Pennsylvania","US",40.01124069999999,-75.0656776,"[]","{}"
"10355925507994914096","Upper Bucks Free Press","[""Newspaper publisher""]","http://www.ubfp.org/","+1215-529-8915",5,1,,,"[""Wheelchair accessible parking lot""]","Upper Bucks Free Press (Owner)",true,"582 S West End Blvd #2, Quakertown, PA 18951, United States","Quakertown","18951","Pennsylvania","US",40.4286587,-75.3501709,"[]","{}"
"14185519896578109861","Observer Reporter - Greene County","[""Newspaper publisher""]",,"+1724-852-2602",4.3,4,,,"[""Wheelchair accessible parking lot""]","Observer Reporter - Greene County (Owner)",true,"32 Church St #1st, Waynesburg, PA 15370, United States","Waynesburg","15370","Pennsylvania","US",39.8959199,-80.1860202,,
"14490168657653137852","Mainline Newspapers","[""Newspaper publisher""]","http://www.mainlinenewspapers.com/","+1814-472-4110",4.9,8,,,"[""Wheelchair accessible entrance"",""Wheelchair accessible parking lot""]","Mainline Newspapers (Owner)",true,"975 Rowena Dr, Ebensburg, PA 15931, United States","Ebensburg","15931","Pennsylvania","US",40.4824256,-78.71328059999999,"[""mainlinenews@verizon.net""]","{""facebook"":""https://www.facebook.com/people/Mainline-Newspapers/100063621668273/""}"
"6180297961568577556","Pug Gazzette Newspaper and Publishing","[""Newspaper publisher""]","http://puggazettenews.wixsite.com/","",5,5,,,"[]","Pug Gazzette Newspaper and Publishing (Owner)",true,"221 S Mennonite Rd, Collegeville, PA 19426, United States","Collegeville","19426","Pennsylvania","US",40.1712116,-75.47799789999999,"[]","{}"
"462282395905542891","Hispanos Sin Fronteras","[""News service"",""Classified ads newspaper publisher""]",,"+1717-889-7030",0,0,,,"[]","Hispanos Sin Fronteras (Owner)",true,"108 Fawn Ridge N, Harrisburg, PA 17110, United States","Harrisburg","17110","Pennsylvania","US",40.3048264,-76.85878459999999,,
"12061873551428031277","GANT News","[""Newspaper publisher"",""Media company""]","https://www.gantnews.com/","+1814-765-5256",5,5,,,"[""Wheelchair accessible parking lot""]","GANT News (Owner)",true,"219 S 2nd St, Clearfield, PA 16830, United States","Clearfield","16830","Pennsylvania","US",41.018707,-78.438677,"[""news@gantdaily.com""]","{""twitter"":""https://twitter.com/gantdaily/"",""facebook"":""https://www.facebook.com/gantnews/""}"
"10369523473113766166","Scranton Times Tribune Sunday","[""Newspaper publisher""]",,"+1570-344-4922",0,0,,,"[]","Scranton Times Tribune Sunday (Owner)",true,"Scranton, PA 18503, United States","Scranton","18503","Pennsylvania","US",41.4108493,-75.6659016,,
"13445528226903748896","The Echo","[""Newspaper publisher""]",,"",0,0,,,"[]","The Echo (Owner)",true,"601 Smithbridge Rd, Glen Mills, PA 19342, United States","Glen Mills","19342","Pennsylvania","US",39.8690085,-75.5140175,,
"3487509727721601028","Scrap Price Bulletin","[""Newspaper publisher""]","http://scrappricebulletin.com/","+1412-765-2580",0,0,,,"[]","Scrap Price Bulletin (Owner)",true,"707 Grant St #1340, Pittsburgh, PA 15219, United States","Pittsburgh","15219","Pennsylvania","US",40.442587,-79.99522999999999,"[]","{}"
"17369817600792980904","Our Town","[""Newspaper publisher""]",,"+1814-269-9704",1,1,,,"[""Wheelchair accessible parking lot""]","Our Town (Owner)",true,"119 Jari Dr #2, Johnstown, PA 15904, United States","Johnstown","15904","Pennsylvania","US",40.2860307,-78.829422,,
"2790957942370648237","Press Enterprise","[""Newspaper publisher"",""Commercial printer"",""Digital printer""]","https://www.pressenterprise.net/","+1570-784-2121",4,44,,,"[""Wheelchair accessible entrance"",""Wheelchair accessible parking lot""]","Press Enterprise (Owner)",true,"3329, 3185 Lackawanna Ave, Bloomsburg, PA 17815, United States","Bloomsburg","17815","Pennsylvania","US",41.0127769,-76.4054365,"[]","{}"
"2085812198436185582","The Valley Independent","[""Newspaper publisher""]",,"",0,0,,,"[""Wheelchair accessible parking lot""]","The Valley Independent (Owner)",true,"129 6th St, Monessen, PA 15062, United States","Monessen","15062","Pennsylvania","US",40.16152779999999,-79.8877648,,
"1513417745113797099","Edinboro News Journal","[""Newspaper publisher""]","https://edinboroonline.com/","+1814-273-4004",0,0,,,"[""Wheelchair accessible parking lot""]","Edinboro News Journal (Owner)",true,"109 Erie St, Edinboro, PA 16412, United States","Edinboro","16412","Pennsylvania","US",41.8746715,-80.13246769999999,"[""jscmarketing22@gmail.com"",""jcsmarketing22@gmail.com""]","{}"
"6183809252922327253","Lititz Record-Express","[""Newspaper publisher""]","https://lititzrecord-pa.newsmemory.com/","+1717-626-2191",5,6,,,"[""Wheelchair accessible parking lot""]","Lititz Record-Express (Owner)",true,"21 W Main St, Ephrata, PA 17522, United States","Ephrata","17522","Pennsylvania","US",40.1794339,-76.1779437,"[]","{}"
"8404466402278880231","Lancaster Farming","[""Newspaper publisher""]","https://www.lancasterfarming.com/","+1717-394-3047",4.3,7,,,"[""Wheelchair accessible entrance"",""Wheelchair accessible parking lot"",""Appointment required""]","Lancaster Farming (Owner)",true,"21 W Main St, Ephrata, PA 17522, United States","Ephrata","17522","Pennsylvania","US",40.1794018,-76.1780009,"[""mdorosz@steinmancommunications.com"",""6876942463a4c@www.lancasterfarming.com"",""farming@lancasterfarming.com"",""jbucks@lancasterfarming.com"",""circulation@lancasterfarming.com"",""xnguyen@lancasterfarming.com"",""bkent@lancasterfarming.com"",""mailboxmarkets@lancasterfarming.com"",""csauder@lancasterfarming.com"",""jgurreri@lancasterfarming.com"",""jgrodski@lancasterfarming.com"",""rgrimail@lancasterfarming.com"",""nbutera@lancasterfarming.com"",""mmelton@lancasterfarming.com"",""gwitkowski@lancasterfarming.com"",""bcopenhaver@lancasterfarming.com"",""lromascavage@lancasterfarming.com"",""lpettus@lancasterfarming.com"",""tzuck@lancasterfarming.com"",""mgooch@lancasterfarming.com"",""cweaver@lancasterfarming.com"",""akolb@lancasterfarming.com"",""mmitchell@lancasterfarming.com"",""dericson@lancasterfarming.com"",""jdugan@lancasterfarming.com"",""jgalante@lancasterfarming.com"",""ezook@lancasterfarming.com"",""sseeber@lancasterfarming.com"",""pgruber@lancasterfarming.com"",""kthomas@lancasterfarming.com"",""rschweitzer@lancasterfarming.com"",""%20tvenesky@lancasterfarming.com"",""tvenesky@lancasterfarming.com"",""dlefever@lancasterfarming.com"",""dsullivan@lancasterfarming.com"",""menright@lancasterfarming.com"",""lyoder@lancasterfarming.com"",""mhigh@lancasterfarming.com"",""lscofield@lancasterfarming.com"",""cwierzbowski@lancasterfarming.com"",""ehurlock@lancasterfarming.com"",""sspeicher@lancasterfarming.com"",""tbarrett@lancasterfarming.com"",""doberholtzer@lancasterfarming.com"",""jberger@lancasterfarming.com"",""shough@lancasterfarming.com"",""customerservice@lancasterfarming.com""]","{""twitter"":""https://twitter.com/LancFarming"",""facebook"":""http://www.facebook.com/LancasterFarming"",""linkedin"":""https://www.linkedin.com/company/lancaster-farming/"",""instagram"":""https://www.instagram.com/lancasterfarming/""}"
"7417195165674918382","The Tartan","[""Newspaper publisher"",""Advertising agency"",""University"",""School""]","http://www.thetartan.org/","",5,1,,,"[""Wheelchair accessible entrance""]","The Tartan (Owner)",true,"Posner Hall, 5000 Forbes Ave, Pittsburgh, PA 15213, United States","Pittsburgh","15213","Pennsylvania","US",40.4408179,-79.9422682,"[]","{""instagram"":""https://www.instagram.com/thetartan_cmu/""}"
"14558863986287780198","Tribune-Review Publishing Co","[""Newspaper publisher""]","http://triblive.com/","(724)224-4321",0,0,,,"[]","Tribune-Review Publishing Co (Owner)",true,"210 East W 4th Ave, Tarentum, PA 15084","Tarentum","15084","Pennsylvania","US",40.5995206,-79.7600545,"[""multimedia@triblive.com"",""charlan@triblive.com"",""tfontaine@triblive.com""]","{""twitter"":""https://twitter.com/TribLIVE"",""facebook"":""https://www.facebook.com/triblive"",""instagram"":""https://instagram.com/triblive/""}"
"11665723050837660092","Lancaster Lee's Go","[""Newspaper publisher""]",,"+1717-393-6765",5,1,,,"[""Wheelchair accessible parking lot""]","Lancaster Lee's Go (Owner)",true,"Lancaster, PA 17603, United States","Lancaster","17603","Pennsylvania","US",40.0378755,-76.30551439999999,,
"238658199720574398","Elizabethtown Advocate","[""Newspaper publisher""]",,"(717)361-0340",5,4,,,"[]","Elizabethtown Advocate (Owner)",true,"9 S Market St, Elizabethtown, PA 17022","Elizabethtown","17022","Pennsylvania","US",40.1511727,-76.6056232,,
"11527377240899018882","Antique & Auction News","[""Newspaper publisher""]",,"+1717-653-1833",0,0,,,"[""Wheelchair accessible parking lot""]","Antique \u0026 Auction News (Owner)",true,"1425 W Main St, Mount Joy, PA 17552, United States","Mount Joy","17552","Pennsylvania","US",40.120889,-76.5395205,,
"12162477354069798545","Herald Standard","[""Newspaper publisher""]","https://www.heraldstandard.com/","+1724-439-7500",4.3,26,,,"[""Wheelchair accessible entrance"",""Wheelchair accessible parking lot""]","Herald Standard (Owner)",true,"8 E Church St, Uniontown, PA 15401, United States","Uniontown","15401","Pennsylvania","US",39.899906,-79.72475,"[""hsnews@heraldstandard.com"",""hssports@heraldstandard.com"",""hsclassifieds@heraldstandard.com"",""hslegals@heraldstandard.com"",""hsobits@heraldstandard.com"",""hswebmaster@heraldstandard.com"",""badavis@heraldstandard.com"",""swallach@heraldstandard.com""]","{""twitter"":""https://twitter.com/hsuniontown/"",""facebook"":""https://www.facebook.com/heraldstandard/""}"
"3296809727061853762","Philadelphia Weekly","[""Newspaper publisher""]","http://www.philadelphiaweekly.com/","+1215-563-7400",5,1,,,"[]","Philadelphia Weekly (Owner)",true,"1500 Sansom St #300, Philadelphia, PA 19102, United States","Philadelphia","19102","Pennsylvania","US",39.95021819999999,-75.1660598,"[""mail@phillyweekly.com""]","{""twitter"":""https://twitter.com/PhillyWeekly/"",""facebook"":""https://www.facebook.com/phillyweekly/"",""instagram"":""https://www.instagram.com/phillyweekly/""}"
"2138530213868241277","Centre County Gazette","[""Newspaper publisher""]","http://www.statecollege.com/news/ezine/centre-county-gazette/","+1814-238-5051",5,2,,,"[""Wheelchair accessible entrance"",""Wheelchair accessible parking lot""]","Centre County Gazette (Owner)",true,"403 S Allen St 2nd Floor, State College, PA 16801, United States","State College","16801","Pennsylvania","US",40.7918109,-77.8566487,"[""info@statecollege.com"",""bhoover@centrecountygazette.com"",""jnoal@centrecountygazette.com"",""ahill@barashmedia.com""]","{""facebook"":""https://www.facebook.com/StateCollegeCom/"",""instagram"":""https://www.instagram.com/statecollegecom/""}"
"5635853585098030089","Daily Herald","[""Newspaper publisher""]","https://www.huntingdondailynews.com/daily_herald/","+1814-684-4000",3.8,4,,,"[""Wheelchair accessible entrance"",""Wheelchair accessible parking lot""]","Daily Herald (Owner)",true,"1067 Penna Ave, Tyrone, PA 16686, United States","Tyrone","16686","Pennsylvania","US",40.6714685,-78.2381281,"[""subscribe@thedailyherald.net"",""ads@thedailyherald.net"",""aharbst@thedailyherald.net"",""sports@thedailyherald.net""]","{""facebook"":""https://www.facebook.com/TheDailyHerald/""}"
"12434086574762199817","Times News","[""Newspaper publisher""]","http://www.tnonline.com/","+1610-377-2051",4.3,43,,,"[""Wheelchair accessible entrance"",""Wheelchair accessible parking lot""]","Times News (Owner)",true,"594 Blakeslee Blvd Dr W, Lehighton, PA 18235, United States","Lehighton","18235","Pennsylvania","US",40.7985153,-75.77758779999999,"[""paidcontent@tnonline.com""]","{""twitter"":""https://twitter.com/times_news"",""facebook"":""https://www.facebook.com/tnlehighton/""}"
"13613947492856633334","La Voz Latina Central","[""Newspaper publisher""]","http://www.lavozlatinacentralpa.com/","+1717-380-7893",5,4,,,"[""Identifies as Latino-owned"",""Identifies as women-owned""]","La Voz Latina Central (Owner)",true,"3400 N 6th St, Harrisburg, PA 17110, United States","Harrisburg","17110","Pennsylvania","US",40.300827,-76.8963624,"[""jjsmartpromotionsllc@gmail.com"",""charasay@cphrhub.com"",""carrenoyesica.co@gmail.com"",""charasay@cphrpro.com"",""richie1166@msn.com"",""nelisekaplan@gmail.com"",""delightisfull@gmail.com""]","{""twitter"":""https://twitter.com/voz_central"",""facebook"":""https://www.facebook.com/LaVozLatinaCentral/"",""linkedin"":""https://www.linkedin.com/company/la-voz-latina-central/"",""instagram"":""https://www.instagram.com/lavozlatinacentral/""}"
"2523868393204794638","Berks Weekly","[""Newspaper publisher"",""News service"",""Media company""]","https://berksweekly.com/","+1484-525-0703",5,2,,,"[]","Berks Weekly (Owner)",true,"237 Court St #308, Reading, PA 19601, United States","Reading","19601","Pennsylvania","US",40.336452,-75.932098,"[""news@berksweekly.com""]","{""twitter"":""https://twitter.com/berksweekly"",""facebook"":""https://www.facebook.com/berksweekly"",""instagram"":""https://instagram.com/berksweekly""}"
"6119941631063209209","Dillsburg Banner","[""Newspaper publisher""]","http://www.dillsburgbanner.net/","+1717-432-3456",4.3,6,,,"[""Wheelchair accessible parking lot""]","Dillsburg Banner (Owner)",true,"31 S Baltimore St, Dillsburg, PA 17019, United States","Dillsburg","17019","Pennsylvania","US",40.1102239,-77.0352913,"[]","{""facebook"":""http://www.facebook.com/pages/Dillsburg-PA/Dillsburg-Banner-and-Bargain-Sheet/394140205579""}"
"15126088047730742889","Amilcar Arroyo","[""Newspaper publisher""]",,"(570)501-2177",5,2,,,"[]","Amilcar Arroyo (Owner)",true,"100 W Broad St, Hazleton, PA 18201","Hazleton","18201","Pennsylvania","US",40.9542625,-75.9762263,,
"4826463596024220521","Muncy Luminary","[""Newspaper publisher""]","https://www.muncyluminary.com/","+1570-584-0111",5,1,,,"[""Wheelchair accessible entrance"",""Wheelchair accessible parking lot""]","Muncy Luminary (Owner)",true,"1025 PA-405, Hughesville, PA 17737, United States","Hughesville","17737","Pennsylvania","US",41.226904,-76.7380554,"[""brolley@lockhaven.com"",""news@muncyluminary.com"",""advertising@muncyluminary.com""]","{""facebook"":""http://www.facebook.com/pages/The-Muncy-Luminary/123588954324569""}"
"11634732938028983045","Die Botschaft","[""Newspaper publisher""]",,"(717)362-2033",0,0,,,"[""Wheelchair accessible parking lot""]","Die Botschaft (Owner)",true,"3225 Deibler Rd, Millersburg, PA 17061","Millersburg","17061","Pennsylvania","US",40.5824398,-76.9258782,,
"2346367628229264062","Times News","[""Newspaper publisher""]","http://tnonline.com/","(570)645-7497",0,0,,,"[""Wheelchair accessible parking lot""]","Times News (Owner)",true,"20 W Ridge St, Lansford, PA 18232","Lansford","18232","Pennsylvania","US",40.831592,-75.885204,"[""paidcontent@tnonline.com""]","{""twitter"":""https://twitter.com/times_news"",""facebook"":""https://www.facebook.com/tnlehighton/""}"
"3991721259664090868","Leader-Vindicator","[""Newspaper publisher""]",,"(814)275-3131",4.7,3,,,"[""Wheelchair accessible entrance"",""Wheelchair accessible parking lot""]","Leader-Vindicator (Owner)",true,"435 Broad St, New Bethlehem, PA 16242","New Bethlehem","16242","Pennsylvania","US",41.0016593,-79.3306315,,
"2698365007455236429","The Shippensburg News-Chronicle","[""Newspaper publisher""]","http://shipnc.com/","+1717-532-4101",3,1,,,"[""Onsite services"",""Wheelchair accessible entrance"",""Wheelchair accessible parking lot""]","The Shippensburg News-Chronicle (Owner)",true,"825 W King St, Shippensburg, PA 17257, United States","Shippensburg","17257","Pennsylvania","US",40.0429436,-77.5352952,"[""nceditor@gmail.com""]","{""twitter"":""https://twitter.com/NC_VTSNews"",""facebook"":""https://www.facebook.com/shipnc/""}"
"8765621772371153122","Mercersburg Journal","[""Newspaper publisher""]",,"(717)307-2430",0,0,,,"[""Wheelchair accessible parking lot""]","Mercersburg Journal (Owner)",true,"13 N Main St, Mercersburg, PA 17236","Mercersburg","17236","Pennsylvania","US",39.8287193,-77.9036174,,
"13727016553226773131","The Merchandiser","[""Newspaper publisher"",""Publisher""]",,"+1717-632-8303",3.7,59,,,"[""Wheelchair accessible entrance"",""Wheelchair accessible parking lot""]","The Merchandiser (Owner)",true,"300 High St, Hanover, PA 17331, United States","Hanover","17331","Pennsylvania","US",39.8020456,-76.9900919,,
"14512139013620342377","Broad Top Bulletin","[""Newspaper publisher""]",,"(814)635-2851",3.8,4,,,"[""Wheelchair accessible entrance"",""Wheelchair accessible parking lot""]","Broad Top Bulletin (Owner)",true,"900 6th St, Saxton, PA 16678","Saxton","16678","Pennsylvania","US",40.21686589999999,-78.2411101,,
"17026801222806793337","The Bargain Sheet","[""Newspaper publisher""]","http://www.bargainsheet.net/","+1814-278-1300",4,4,,,"[""Wheelchair accessible parking lot""]","The Bargain Sheet (Owner)",true,"1001 University Dr, State College, PA 16801, United States","State College","16801","Pennsylvania","US",40.797308,-77.84343849999999,"[""webmaster@bargainsheet.net"",""advertising@bargainsheet.net"",""classifieds@bargainsheet.net""]","{}"
